gene_symbol	ensembl_gene_id	total_nominations	first_nomination_year	nominating_teams	input_data	validation_details	pharos_class	in_snapshot	our_rank	overall_score	genetic_score	mutation_freq	expr_log2fc	prot_log2fc	chronos	frac_dependent	loeuf	druggability_score	tractability_modalities	max_disease_phase	n_disease_trials	n_publications	velocity	tissue_tau	target_class	is_common_essential	surface_or_secreted	winner_snapshot	rwr_snapshot	winner_global	winner_global_rank	string_degree	axes_with_data
GIMAP4	ENSG00000133574	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6131				0.17				1.8054563030417843	0.3	2			18	0.2222222222222222	0.4202		false	false			0.012659	12157	37	6
GIMAP6	ENSG00000133561	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6132				0.994				1.274407881176999	0.3	1			5	0.2	0.4756		false	false			0.008717	14046	23	6
GJA1	ENSG00000152661	1	2018	MSSM - Zhang Lab	Genetics; RNA	validation studies completed	Tbio	yes	1754	0.1110170285374625			1.144				0.5065552415224681	0.3	3			383	0.370757180156658	0.3126	Unclassified protein	false	true	0.1816	0.016	0.141465	987	363	6
GLDN	ENSG00000186417	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6133	0.008726191013388791			-0.432				1.0612574163951762	0.3	1			41	0.2926829268292683	0.6672		false	true			0.010259	13235	28	6
GMNC	ENSG00000205835	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	1258	0.21667730330341095	0.35430600095049986		-0.044				0.7237281896154283	0.3	1			22	0.36363636363636365	0.9519		false	false	0.0016	0.0001	0.008613	14124	22	6
GNB5	ENSG00000069966	1	2019	Chang Lab	Genetics; Protein		Tbio	yes	2016	0.09774583877105919			-2.036				0.8796704195684342	0.3	3			45	0.28888888888888886	0.4746		false	false			0.162441	753	349	6
GPC2	ENSG00000213420	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	4950	0.02890122628238807			0.386				0.9482045045699024	0.3	2			31	0.5806451612903226	0.718		false	true			0.025606	8451	67	6
GPC6	ENSG00000183098	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6134	0.006504741270726917			-0.551				0.3966251829819266	0.3	2			74	0.43243243243243246	0.5921		false	true			0.028850	7783	80	6
GPI	ENSG00000105220	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	5282	0.025630230182150122			-2.091				0.9229446089984255	0.3	3			2268	0.21075837742504408	0.2037	Enzyme	false	true			0.153861	837	361	6
GPM6B	ENSG00000046653	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	6135	0.004859436668632064			0.781				0.3366754523513449	0.3	2			43	0.2558139534883721	0.5515		false	true			0.008868	13962	24	6
GPR37	ENSG00000170775	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tbio	yes	2173	0.09149410525483677			1.461				0.6668088924230535	0.3	3			85	0.25882352941176473	0.7634	Family A G protein-coupled receptor	false	true			0.042504	5536	122	6
GPR84	ENSG00000139572	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tchem	yes	5111	0.02725175987614976			-0.216				0.9674401665745525	0.85	3			50	0.34	0.8443	Membrane receptor	false	true			0.016610	10785	47	6
GPSM3	ENSG00000213654	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6136				0.618				1.189817092289584	0.3	2			12	0.25	0.6066		false	false			0.066427	3332	236	6
GRAMD2B	ENSG00000155324	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tdark	yes	5617	0.022370928263026363							0.8989850148559521	0.3	1			4	0.5			false	false			0.008071	14425	23	4
GRAMD4	ENSG00000075240	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	6137	0.005913277674955229			-0.631				0.41598986125954285	0.3	2			10	0.1	0.2418		false	false			0.003582	17584	12	6
GRIA3	ENSG00000125675	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tclin	yes	1676	0.1158458383244615			-0.69				0.12301326471072997	1	3	2	2	156	0.30128205128205127	0.7051	Ion channel	false	true	0.1124	0.0756	0.059993	3780	138	7
GRIN2A	ENSG00000183454	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tclin	yes	13	0.6234275987159364			-0.984				0.277069250351326	1	4	4	67	1322	0.2821482602118003	0.8191	NMDA receptor	false	true	0.2314	0.1258	0.118446	1397	280	7
GRIN2B	ENSG00000273079	1	2023	ASU	RNA	Validation studies ongoing 	Tclin	yes	11	0.6341731366460872			-0.867				0.09177931947216243	1	4	4	61	1999	0.2666333166583292	0.8654	NMDA receptor	false	true	0.2897	0.9153	0.144645	936	347	7
GSTK1	ENSG00000197448	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tchem	yes	6138	0.006495981912508109			-0.505				1.1306610936651185	0.3	2			38	0.18421052631578946	0.1961	Transferase	false	false			0.021219	9493	57	6
GUCY1A1	ENSG00000164116	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tclin	yes	2806	0.07391597093694036							0.9470927507108643	1	2	2	1	11	0.6363636363636364			false	false			0.027100	8142	53	5
GUCY1B1	ENSG00000061918	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tclin	yes	2708	0.07629625650737829							0.7814235176880462	1	2	2	1	8	0.75			false	false			0.028767	7800	57	5
HABP4	ENSG00000130956	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6139				0.795				0.9745043482347046	0.3	2			15	0.3333333333333333	0.3068		false	false			0.110653	1554	243	6
HAND1	ENSG00000113196	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	5448	0.02391776246376476	0.037823076108973		0.346				1.1669806014197193	0	0			46	0.2826086956521739	0.9558		false	false			0.005430	16209	15	6
HAVCR2	ENSG00000135077	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tchem	yes	775	0.28274299109129203	0.4303330788542028		0.369				0.8378472865861916	1	3			108	0.6111111111111112	0.5427	Unclassified protein	false	true	0.1506	0.0124	0.126988	1223	323	6
HCK	ENSG00000101336	1	2022	IUSM-Purdue	RNA	validation studies ongoing	Tclin	yes	2644	0.07782058850345168			-0.161				0.7392353889123218	1	3	1.5	2	146	0.2808219178082192	0.7034	Tyrosine protein kinase Src family	false	false			0.106362	1650	258	7
HCLS1	ENSG00000180353	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6140	0.004229636114724921			0.632				0.8246257373654678	0.3	2			37	0.4594594594594595	0.548	Unclassified protein	false	true			0.138343	1032	329	6
HCP5	ENSG00000206337	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation		yes	6141	0.0073915970936940375			0.399					0	0			18	0.4444444444444444	0.5396			false						5
HDAC1	ENSG00000116478	1	2018	Harvard-MIT	RNA		Tclin	yes	2160	0.09219370789390134			0.726				0.40723635807461467	1	3	1	1	728	0.29532967032967034	0.2719	Histone deacetylase	false	false			0.431702	38	949	7
HDAC9	ENSG00000048052	1	2023	ASU	RNA	Validation studies ongoing 	Tclin	yes	2910	0.07093284414869531			-0.778				0.38169635105730876	1	3			183	0.2786885245901639	0.5123	Eraser	false	false			0.081853	2533	198	6
HEBP2	ENSG00000051620	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6142	0.005913277674955229			0.187				1.6116736393075486	0.3	3			14	0.14285714285714285	0.3562		false	false			0.009344	13692	21	6
HECW2	ENSG00000138411	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6143	0.004496554898663872			-0.546				0.43091308758734825	0.3	1			26	0.38461538461538464	0.6072		false	false			0.015698	11114	49	6
HGF	ENSG00000019991	1	2023	Emory	Protein	Not prioritized for experimental validation	Tchem	yes	1810	0.10864907976934168	0.06225468029381794		1.521				0.45646211210430726	0.85	3			895	0.3039106145251397	0.6166	Secreted protein	false	false	0.2499	0.0198	0.161193	762	399	6
HLA-DMB	ENSG00000242574	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6144	0.0097092734268501			0.113				0.9121728167683725	0.3	1			66	0.3484848484848485	0.4759		false	false			0.029505	7625	68	6
HLA-DOA	ENSG00000204252	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6145	0.0036957985468470188			0.485				1.6236833354658091	0.3	1			54	0.25925925925925924	0.6521		false	false			0.021621	9383	41	6
HLA-DQB1	ENSG00000179344	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 		yes	4848	0.030185987874954467			-2.07				0.7839441534483074	0	0			388	0.29381443298969073	0.546		false	true			0.069968	3146	183	6
HLA-DRB1	ENSG00000196126	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tchem	yes	1967	0.10014336455399586			-0.903				0.6085646193840408	0.85	3			747	0.3038821954484605	0.3645	Surface antigen	false	true	0.1455	0.0315	0.118238	1401	305	6
HNF1A	ENSG00000135100	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	6146	0.01724459601958819			-0.505				0.4860415771055015	0.3	1			150	0.32	0.9071	Transcription factor	false	false			0.065724	3391	171	6
HNRNPA2B1	ENSG00000122566	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	4273	0.03884651282758632			-0.61				0.16755303288893636	0.3	2			240	0.3875	0.1296	Unclassified protein	false	false			0.187886	531	450	6
HNRNPU	ENSG00000153187	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	6147	0.007026675389310488			-0.673				0.11107329759541189	0.3	2			92	0.3804347826086957	0.1625	Unclassified protein	true	true			0.143993	951	352	6
HPR	ENSG00000261701	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tbio	yes	6148	0.010820887500885085			0.127				1.378348690829622	0.3	1			174	0.22988505747126436	0.8323		false	true			0.037632	6272	85	6
HS3ST4	ENSG00000182601	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6149	0.00892124704780572			-0.112				0.8723399555611737	0.3	1			24	0.4583333333333333	0.8016		false	false			0.009709	13512	27	6
HS3ST5	ENSG00000249853	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6150	0.005361577080767565			0.741				0.6678165563168378	0.3	2			36	0.6111111111111112	0.8411		false	false			0.014183	11612	42	6
HSDL1	ENSG00000103160	1	2023	Emory	Genetics; Protein	Not prioritized for experimental validation	Tbio	yes	6151				-0.572				1.2558897008991976	0.3	1			7	0.42857142857142855	0.2583		false	false			0.019690	9905	61	6
HSPA2	ENSG00000126803	1	2019	Chang Lab	Genetics; RNA; Protein		Tchem	yes	3576	0.05363575556704426			1.264				0.5902091816772557	0.3	3			95	0.22105263157894736	0.482	Other cytosolic protein	false	false			0.119528	1373	304	6
HSPB2	ENSG00000170276	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	validation studies completed	Tbio	yes	5338	0.025075348558931773			0.387				1.5528180405117487	0	0			77	0.18181818181818182	0.4101		false	false			0.070998	3081	179	6
HTRA3	ENSG00000170801	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6152	0.004619748183558772			0.421				1.2314173829431765	0.3	1			22	0.18181818181818182	0.5219		false	true			0.003876	17364	12	6
IARS1	ENSG00000196305	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tchem	yes	4451	0.035604822284978695							0.855943911310135	0.3	2			3	0.6666666666666666		Ligase	true	false			0.083844	2427	205	4
ICA1	ENSG00000003147	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	2742	0.07555498138690467			-1.798				0.7335978873422673	0.3	2			58	0.41379310344827586	0.4402		false	false			0.009243	13753	26	6
ICA1L	ENSG00000163596	1	2020	Emory	Genetics; Protein	validation studies planned	Tdark	yes	1413	0.1789065871231913	0.27860790514439376		-0.302				1.0327245596307342	0.3	1			28	0.5357142857142857	0.5353		false	false	0.0084	0.001	0.008709	14053	27	6
ICAM1	ENSG00000090339	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tchem	yes	2931	0.07044740071676717			1.114				0.9066295803016713	0.85	3			573	0.3699825479930192	0.5411	Adhesion	false	true			0.258349	234	642	6
IDH2	ENSG00000182054	1	2019	Chang Lab	Genetics; RNA		Tclin	yes	6153	0.01538596575437745			-0.574				0.5280636249702878	1	2			177	0.3728813559322034	0.3233	Oxidoreductase	false	false			0.157443	802	401	6
IFI30	ENSG00000216490	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6154	0.011098470465438237			0.752				1.2005315867757098	0.3	2			53	0.4528301886792453	0.5071		false	true			0.029238	7691	91	6
IFIH1	ENSG00000115267	1	2022	Emory-Sage-SGC	Risk Scores; Pathway Modeling		Tbio	yes	5553	0.022991493423702384			-0.479				1.3498019015836078	0.3	2			126	0.3412698412698413	0.584	Hydrolase	false	false			0.163917	739	384	6
IFITM2	ENSG00000185201	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	5765	0.021236140401763224			0.577				1.3193364734722643	0.3	2			73	0.4246575342465753	0.4016		true	true			0.019037	10067	50	6
IFNLR1	ENSG00000185436	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6155				1.115				0.7316682845728119	0.5	3			16	0.5625	0.628		false	false			0.055171	4189	119	6
IGF1R	ENSG00000140443	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tclin	yes	1730	0.11281233261777997			1.143				0.3913329449232233	1	4			1224	0.32516339869281047	0.3149	Protein Kinase	false	true	0.3078	0.0334	0.207194	411	481	6
IGFBP5	ENSG00000115461	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	validation studies completed	Tchem	yes	2264	0.08805628452310836			-0.665				0.6938618215281868	0.3	3			190	0.3631578947368421	0.3885	Secreted protein	false	true			0.037160	6347	100	6
IKBKB	ENSG00000104365	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	865	0.27194798026353073			0.396				0.47834254991785924	0.85	2	0	1	119	0.35294117647058826	0.2487	Other protein kinase group	false	false	0.2655	0.0199	0.175520	627	393	7
IL10	ENSG00000136634	1	2018	Mayo-UFL-ISB	RNA	validation studies completed	Tbio	yes	1605	0.12124095712925045			-0.055				0.62590177044544	0.5	2			3940	0.3581218274111675	0.8432	Secreted protein	false	true	0.5135	0.0517	0.356785	87	852	6
IL15	ENSG00000164136	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	4033	0.043585163770092625			0.639				0.9286806962725548	0.85	2			424	0.3891509433962264	0.6103	Secreted protein	false	true			0.167128	707	412	6
IL1B	ENSG00000125538	1	2026	IUSM-Purdue	RNA; Protein	not prioritized for experimental validation	Tclin	yes	1534	0.1374722746291706			0.265				0.6953183640274957	1	4	2	1	1842	0.39033659066232357	0.8059	Secreted protein	false	true	0.7208	0.1058	0.498205	21	1220	7
IL1R1	ENSG00000115594	1	2026	IUSM-Purdue	RNA	validation studies ongoing	Tclin	yes	3814	0.04824504975827251			1.508				0.625561792309506	1	4			154	0.35714285714285715	0.4303	Membrane receptor	false	true			0.108336	1603	267	6
IL23R	ENSG00000162594	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	4694	0.03227475234826816			-0.971				0.7958828940313564	0.3	2			307	0.36156351791530944	0.9728	Membrane receptor	false	true			0.083427	2444	196	6
IL6ST	ENSG00000134352	1	2019	Chang Lab	Genetics; RNA		Tclin	yes	2401	0.08412081337563189			1.625				0.36968570457537075	1	3			240	0.2708333333333333	0.2786	Membrane receptor	false	true			0.072074	3026	153	6
IMMT	ENSG00000132305	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	4246	0.03930628499886687			-1.296				0.561784495293237	0.3	2			47	0.3191489361702128	0.1856	Unclassified protein	false	false			0.085894	2345	209	6
INPPL1	ENSG00000165458	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tchem	yes	2150	0.09250986185123151			0.927				0.7773301823661182	0.3	3			52	0.19230769230769232	0.192	Phosphatase	false	true			0.059674	3810	140	6
INSR	ENSG00000171105	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tclin	yes	1029	0.2513886450958937			0.371				0.5757800436433436	1	4	2.5	14	2126	0.28410159924741296	0.3536	Protein Kinase	false	true	0.1541	0.0121	0.123854	1282	297	7
IQGAP1	ENSG00000140575	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6156	0.009009938266033286			1.355				0.3757056291282181	0.3	3			113	0.23008849557522124	0.2772	Unclassified protein	false	true			0.155991	815	402	6
IQUB	ENSG00000164675	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	6157	0.0073915970936940375			0.271				1.1907451360054881	0.3	1			7	0.2857142857142857	0.9067		false	true			0.014699	11441	45	6
IRAK1	ENSG00000184216	1	2025	IUSM-Purdue	RNA	Validation studies ongoing	Tchem	yes	5019	0.028082021328802616			0.685					1	3			241	0.3112033195020747	0.2395	Protein Kinase	false	false			0.103635	1720	236	5
IRAK4	ENSG00000198001	1	2025	IUSM-Purdue	RNA	Validation studies ongoing	Tchem	yes	2863	0.0723512290279427			1.264				1.091229536785746	0.85	3			154	0.37012987012987014	0.3323	Protein Kinase	false	true			0.063103	3562	135	6
IRS1	ENSG00000169047	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	1953	0.10080387624407829			0.642				0.6900927927130541	0.85	3			650	0.2969230769230769	0.4992	Unclassified protein	false	true	0.3085	0.0283	0.182407	560	422	6
ISYNA1	ENSG00000105655	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tbio	yes	6158	0.0050587269220676015			-0.821				0.9006019805365597	0.3	1			29	0.41379310344827586	0.4355		false	false			0.029488	7627	84	6
ITGB1	ENSG00000150093	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tclin	yes	3646	0.05169470886425588			1.198				0.39004304171970877	1	4			307	0.44299674267100975	0.3813	Membrane receptor	false	true			0.265293	223	610	6
ITGB4	ENSG00000132470	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	449	0.34344461337459753			0.713				0.8736875599915715	0.3	3			81	0.38271604938271603	0.5041	Unclassified protein	false	true	0.077	0.0062	0.089048	2213	189	6
ITGB5	ENSG00000082781	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	3984	0.04480605534344707	0.04187843088906588		1.661				0.5871233917372202	0.85	4			104	0.36538461538461536	0.4002	Membrane receptor	false	true			0.094945	2018	205	6
ITIH2	ENSG00000151655	1	2018	Mayo-UFL-ISB	Protein	not prioritized for experimental validation	Tbio	yes	6159	0.014116705945363303			-0.056				1.1617312206955293	0.3	2			95	0.3157894736842105	0.9363	Unclassified protein	false	true			0.032694	7050	87	6
ITPK1	ENSG00000100605	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	validation studies completed	Tbio	yes	6160	0.014194330285590447			-0.589				0.6672744519706426	0.3	2			35	0.22857142857142856	0.237	Enzyme	false	false			0.018318	10268	43	6
ITPKB	ENSG00000143772	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	544	0.32285071621332706			3.156				0.29774003060962656	0.3	2			99	0.35353535353535354	0.3059	Enzyme	false	false	0.0275	0.0018	0.022302	9225	51	6
ITPR1	ENSG00000150995	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tchem	yes	2871	0.07213699834312245			-1.093				0.35719492668087144	0.3	3			185	0.3081081081081081	0.4123	IP3 receptor	false	false			0.147367	899	343	6
ITPR2	ENSG00000123104	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	3845	0.04782464309470403			2.035				0.7326157431190222	0.3	3			104	0.27884615384615385	0.4422		false	false			0.071098	3071	165	6
JARID2	ENSG00000008083	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	1260	0.21630856815732527	0.3538058423544948		0.617				0.24082929444459328	0.3	2			42	0.3333333333333333	0.3883		false	false	0.0689	0.0029	0.102576	1748	257	6
JMJD6	ENSG00000070495	1	2019	Chang Lab	Genetics; RNA		Tchem	yes	4601	0.033439162036845486			1.043				0.5572313275601111	0.3	3			43	0.3488372093023256	0.2411	Oxidoreductase	false	false			0.041164	5729	112	6
KANK2	ENSG00000197256	1	2023	Mayo-UFL-ISB	Genetics; RNA	Validation studies ongoing	Tbio	yes	6161	0.009023976942618809			1.23				0.713564951515568	0.3	1			24	0.375	0.3619		false	false			0.017313	10559	51	6
KAT2B	ENSG00000114166	1	2019	Chang Lab	Genetics; RNA		Tchem	yes	4992	0.02836307306800774			1.488				0.4487690894313054	0.3	2			55	0.18181818181818182	0.2235	Epigenetic regulator	false	false			0.237309	285	514	6
KCNC2	ENSG00000166006	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tclin	yes	2870	0.07216672423847476			-0.846				0.6795906299302631	1	2			33	0.3333333333333333	0.8964	Voltage-gated potassium channel	false	true			0.068037	3252	196	6
KCND3	ENSG00000171385	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tclin	yes	710	0.2944673731583942	0.4544337442244919		0.795				0.3071160769561907	1	3			51	0.2549019607843137	0.5583	Voltage-gated potassium channel	false	true	0.0728	0.0064	0.092394	2099	242	6
KCNIP1	ENSG00000182132	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6162	0.0029566388374776143			-0.754				0.8099864472215975	0.3	3			25	0.44	0.7428		false	true			0.016770	10728	42	6
KCNJ3	ENSG00000162989	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	779	0.28247078154646377	0.45831420383806715		-0.702				0.23359684993897625	1	3			33	0.36363636363636365	0.8046	Ion channel	false	true	0.0496	0.0067	0.044360	5317	106	6
KCNK4	ENSG00000182450	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6163				-0.356				1.0922058313628993	0.3	2			31	0.3225806451612903	0.8107	Potassium channels	false	true			0.019143	10037	51	6
KCNN2	ENSG00000080709	1	2023	ASU	RNA	Validation studies ongoing 	Tchem	yes	1539	0.13470186677270232	0.1829778207425261		-0.711				0.608225805684556	0.3	3			66	0.36363636363636365	0.7434	Potassium channels	false	true	0.027	0.0024	0.027048	8154	57	6
KCNN3	ENSG00000143603	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tchem	yes	6164	0.01659839992514818			1.749				0.3864993497017868	0.3	3			58	0.3448275862068966	0.6329	Potassium channels	false	true			0.038734	6083	95	6
KCNN4	ENSG00000104783	1	2023	MSSM - Roussos Lab	Genetics; RNA	Validation studies ongoing 	Tchem	yes	1575	0.1257760343373036			-0.046				0.9249019588936666	1	3	2	2	47	0.46808510638297873	0.6971	Potassium channels	false	true	0.0379	0.0036	0.043895	5371	103	7
KCNQ5	ENSG00000185760	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tclin	yes	2047	0.09675410746934658	0.15193369089018363		-1.158				0.41425593218284834	1	3			71	0.352112676056338	0.7952	Voltage-gated potassium channel	false	true			0.085544	2358	222	6
KDM3B	ENSG00000120733	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6165	0.003985049196881452			-0.2				0.09979492884378335	0.3	2			22	0.36363636363636365	0.1653	Lysine demethylase	false	false			0.035051	6679	89	6
KHDRBS2	ENSG00000112232	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	462	0.340440739117211	0.5501939472845042		0.634				0.814175370790759	0.3	1			38	0.3157894736842105	0.797		false	false	0.007	0.0007	0.016892	10674	49	6
KIAA1549L	ENSG00000110427	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation		yes	6166	0.01609688286916159			-0.909				0.653756130032705	0.3	2			8	0.375	0.7899		false	false			0.004467	16954	11	6
KIDINS220	ENSG00000134313	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	5564	0.022906344892821427			0.647				0.4930974495986927	0.3	2			45	0.3111111111111111	0.2966		false	false			0.012978	12028	32	6
KIF13B	ENSG00000197892	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6167	0.011087395640541052			0.513				0.6628850531974718	0.3	2			35	0.14285714285714285	0.341		false	true			0.033342	6940	83	6
KLC1-AS1	ENSG00000246451	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation		yes	6168									0	0			3	0.3333333333333333				false						3
KLF15	ENSG00000163884	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	4958	0.028833308491591318			1.704				0.3718250537097054	0.3	1			49	0.42857142857142855	0.3438		false	false			0.017168	10611	45	6
KLHDC9	ENSG00000162755	1	2023	Emory	Genetics; Protein	Not prioritized for experimental validation	Tbio	yes	6169	0.0036957985468470188			-0.778				1.1458954409839757	0	0			2	0	0.5683		false	false			0.006613	15326	22	6
KLHL29	ENSG00000119771	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	6170				0.864				0.37625501347948703	0.3	1			9	0.1111111111111111	0.4326		false	false			0.003168	17873	10	6
KPNB1	ENSG00000108424	1	2019	Chang Lab	Genetics; Protein		Tbio	yes	6171	0.004968795824094324			0.671				0.1163585378044237	0.3	3			56	0.26785714285714285	0.2414	Unclassified protein	true	false			0.150730	865	360	6
KRT8	ENSG00000170421	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	1200	0.2246922049020059			-0.081				0.7848553482984107	0.3	2			66	0.4090909090909091	0.5725		true	false	0.0716	0.0059	0.065599	3396	189	6
LAMA4	ENSG00000112769	1	2020	ASU	Genetics; RNA; Protein	validation studies ongoing	Tbio	yes	3245	0.062279287237374165			0.81				0.7107312679126112	1	2			64	0.375	0.5152		false	true			0.055250	4178	131	6
LAMB2	ENSG00000172037	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	2813	0.07374676694121465			1.036				0.6836458938269818	1	3			81	0.32098765432098764	0.2844		false	true			0.032024	7166	70	6
LAMP5	ENSG00000125869	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	2415	0.08363395903390744			-1.958				1.5744438592075578	0.3	1			92	0.7065217391304348	0.7732		false	true			0.006647	15295	21	6
LDB2	ENSG00000169744	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6172	0.005087154420583424			-1.095				0.43906133485710036	0.3	2			31	0.2903225806451613	0.424		false	true			0.034798	6722	81	6
LDB3	ENSG00000122367	1	2023	Mayo-UFL-ISB	RNA; Protein	Not prioritized for experimental validation	Tbio	yes	3513	0.054957664397937894			1.313				0.9004501865800734	0.3	2			45	0.2222222222222222	0.6502		false	true			0.048248	4893	119	6
LGALS9	ENSG00000168961	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tchem	yes	1828	0.10688690158731287			0.243				1.0059877521541647	0.3	3			76	0.5394736842105263	0.4991	Other cytosolic protein	false	true	0.0794	0.0142	0.069100	3183	185	6
