gene	winner_norm	winner_raw	rank	degree
TNFAIP3	0.098955	8.641721e+1	1873	243
UQCRH	0.098952	8.641439e+1	1874	175
RAE1	0.098946	8.640923e+1	1875	237
MRPS33	0.098920	8.638616e+1	1876	179
CBX5	0.098902	8.637101e+1	1877	225
COX6A2	0.098847	8.632271e+1	1878	190
COPS6	0.098835	8.631203e+1	1879	242
ENO3	0.098830	8.630769e+1	1880	251
ACTN4	0.098793	8.627540e+1	1881	236
SYN1	0.098772	8.625744e+1	1882	254
XRCC1	0.098724	8.621510e+1	1883	229
DENR	0.098662	8.616134e+1	1884	219
POSTN	0.098646	8.614701e+1	1885	270
HDDC3	0.098632	8.613443e+1	1886	205
ZNF593	0.098611	8.611671e+1	1887	206
NEDD4L	0.098574	8.608451e+1	1888	239
PRAMEF8	0.098494	8.601470e+1	1889	244
SDHD	0.098443	8.596997e+1	1890	214
CDK5	0.098394	8.592715e+1	1891	230
TBL1X	0.098380	8.591459e+1	1892	274
TNPO1	0.098375	8.591050e+1	1893	238
JAG1	0.098364	8.590104e+1	1894	273
RNPS1	0.098304	8.584821e+1	1895	234
SYNJ1	0.098237	8.579017e+1	1896	217
GAGE10	0.098233	8.578605e+1	1897	231
CBX8	0.098228	8.578215e+1	1898	210
OPRM1	0.098223	8.577737e+1	1899	245
STAT4	0.098209	8.576521e+1	1900	231
TRIP13	0.098174	8.573499e+1	1901	243
CXCL2	0.098132	8.569830e+1	1902	230
PPA1	0.098117	8.568501e+1	1903	265
NUP133	0.098071	8.564505e+1	1904	248
CHD1	0.098067	8.564121e+1	1905	240
SMARCC2	0.098059	8.563460e+1	1906	209
MYL2	0.098046	8.562274e+1	1907	223
LSM6	0.098045	8.562222e+1	1908	183
HUWE1	0.098030	8.560919e+1	1909	270
KLC1	0.097851	8.545242e+1	1910	240
LRP5	0.097832	8.543635e+1	1911	219
DRG1	0.097825	8.543028e+1	1912	247
NOTCH2	0.097818	8.542375e+1	1913	256
KCNQ3	0.097803	8.541071e+1	1914	261
ITGA6	0.097763	8.537589e+1	1915	231
NCR1	0.097758	8.537139e+1	1916	232
RFC5	0.097728	8.534497e+1	1917	231
GUF1	0.097696	8.531744e+1	1918	235
GAGE12D	0.097696	8.531722e+1	1919	228
GAGE12C	0.097690	8.531232e+1	1920	228
MRC1	0.097670	8.529504e+1	1921	256
NDUFB11	0.097660	8.528608e+1	1922	177
IFT88	0.097640	8.526866e+1	1923	237
CALM2	0.097630	8.525936e+1	1924	222
PCK1	0.097609	8.524139e+1	1925	247
PSMB10	0.097563	8.520089e+1	1926	254
RAD54L	0.097559	8.519769e+1	1927	250
ZWINT	0.097478	8.512735e+1	1928	203
MYBL2	0.097466	8.511678e+1	1929	253
VHL	0.097397	8.505633e+1	1930	241
PBK	0.097390	8.504980e+1	1931	207
GAGE12H	0.097382	8.504350e+1	1932	229
EIF2AK3	0.097355	8.502002e+1	1933	259
MELK	0.097274	8.494846e+1	1934	201
UBE2T	0.097205	8.488828e+1	1935	233
PRAMEF27	0.097177	8.486385e+1	1936	240
LUM	0.097167	8.485541e+1	1937	258
PRAMEF26	0.097160	8.484922e+1	1938	240
GAGE13	0.097140	8.483210e+1	1939	225
PRPF40A	0.097127	8.482083e+1	1940	227
CLPB	0.097058	8.476038e+1	1941	264
RAP1A	0.097045	8.474847e+1	1942	200
KCNC1	0.097027	8.473323e+1	1943	268
MOV10	0.097009	8.471779e+1	1944	266
GRPEL1	0.096976	8.468860e+1	1945	234
AGXT	0.096973	8.468605e+1	1946	237
PCBP2	0.096962	8.467665e+1	1947	251
AGO3	0.096918	8.463768e+1	1948	251
CCL11	0.096901	8.462328e+1	1949	211
MRPL51	0.096821	8.455318e+1	1950	174
RUNX3	0.096815	8.454795e+1	1951	262
TCF7	0.096812	8.454579e+1	1952	251
CENPN	0.096740	8.448297e+1	1953	199
STIP1	0.096740	8.448274e+1	1954	224
SRSF5	0.096724	8.446826e+1	1955	236
KLRD1	0.096683	8.443270e+1	1956	224
PC	0.096667	8.441910e+1	1957	234
ADGRL1	0.096666	8.441806e+1	1958	251
AIF1	0.096637	8.439303e+1	1959	263
PRNP	0.096605	8.436474e+1	1960	239
FXR1	0.096575	8.433834e+1	1961	251
NFKB2	0.096515	8.428615e+1	1962	254
UCHL5	0.096473	8.424922e+1	1963	194
PARP6	0.096463	8.424022e+1	1964	235
GTF2A1	0.096436	8.421672e+1	1965	176
H0YIJ7_HUMAN	0.096428	8.420992e+1	1966	215
RANGAP1	0.096384	8.417204e+1	1967	218
TLN2	0.096357	8.414804e+1	1968	216
MED4	0.096248	8.405306e+1	1969	176
VEZT	0.096245	8.405010e+1	1970	245
GAGE12J	0.096222	8.402981e+1	1971	225
CX3CL1	0.096146	8.396398e+1	1972	221
EGR2	0.096136	8.395518e+1	1973	245
LRP2	0.096127	8.394748e+1	1974	238
IFNGR1	0.096098	8.392196e+1	1975	221
ACTC1	0.096094	8.391854e+1	1976	250
RNF4	0.096076	8.390231e+1	1977	245
HLA-C	0.096032	8.386387e+1	1978	223
ANAPC1	0.095979	8.381782e+1	1979	222
EHHADH	0.095930	8.377491e+1	1980	229
TTR	0.095928	8.377304e+1	1981	251
GAGE12E	0.095916	8.376276e+1	1982	224
CLSPN	0.095914	8.376161e+1	1983	221
LSM2	0.095914	8.376118e+1	1984	175
RAD51AP1	0.095861	8.371504e+1	1985	225
TUBA1B	0.095828	8.368624e+1	1986	235
STT3A	0.095782	8.364585e+1	1987	223
WDR77	0.095763	8.362932e+1	1988	234
CHD8	0.095761	8.362730e+1	1989	239
IL9	0.095642	8.352386e+1	1990	225
KDM5A	0.095640	8.352197e+1	1991	252
FGA	0.095635	8.351758e+1	1992	239
CDC7	0.095605	8.349142e+1	1993	231
LAS1L	0.095600	8.348713e+1	1994	227
TEK	0.095573	8.346381e+1	1995	229
NME7	0.095556	8.344899e+1	1996	200
EXOSC7	0.095511	8.340914e+1	1997	217
GAR1	0.095499	8.339918e+1	1998	230
HP	0.095445	8.335145e+1	1999	241
ACADM	0.095416	8.332650e+1	2000	259
TRPV1	0.095416	8.332629e+1	2001	243
EPHX2	0.095405	8.331657e+1	2002	254
PPP2R2A	0.095379	8.329394e+1	2003	208
TWIST1	0.095351	8.326975e+1	2004	254
P2RY1	0.095346	8.326494e+1	2005	238
CXCR1	0.095284	8.321122e+1	2006	212
PVALB	0.095282	8.320931e+1	2007	262
ACTA2	0.095240	8.317218e+1	2008	255
VPS35	0.095239	8.317158e+1	2009	225
PF4	0.095233	8.316651e+1	2010	221
TIMELESS	0.095121	8.306849e+1	2011	212
TOP3A	0.095070	8.302403e+1	2012	214
PICALM	0.095059	8.301417e+1	2013	219
NAE1	0.095032	8.299110e+1	2014	252
ANPEP	0.094995	8.295836e+1	2015	235
GSTP1	0.094994	8.295779e+1	2016	222
ERCC8	0.094978	8.294358e+1	2017	183
ITGB5	0.094945	8.291532e+1	2018	205
RAD51D	0.094805	8.279275e+1	2019	219
PMPCA	0.094773	8.276435e+1	2020	228
NBN	0.094736	8.273229e+1	2021	213
CD48	0.094715	8.271398e+1	2022	254
MTHFR	0.094658	8.266394e+1	2023	247
CACNA1A	0.094599	8.261297e+1	2024	219
CBX4	0.094595	8.260914e+1	2025	200
MED22	0.094551	8.257071e+1	2026	172
NUDT21	0.094523	8.254618e+1	2027	226
PPIB	0.094514	8.253869e+1	2028	249
COX6A1	0.094497	8.252375e+1	2029	199
UMPS	0.094447	8.247974e+1	2030	225
TNFRSF9	0.094370	8.241247e+1	2031	234
PAF1	0.094305	8.235650e+1	2032	182
ITGAE	0.094279	8.233296e+1	2033	240
PPP1R15A	0.094272	8.232721e+1	2034	228
AHSG	0.094258	8.231521e+1	2035	235
XPA	0.094250	8.230763e+1	2036	205
TUBB3	0.094228	8.228866e+1	2037	251
UQCR11	0.094212	8.227480e+1	2038	163
ACAA1	0.094066	8.214721e+1	2039	216
NLE1	0.094039	8.212347e+1	2040	223
PARP8	0.094032	8.211748e+1	2041	229
COX4I2	0.094022	8.210917e+1	2042	199
ALDH2	0.094007	8.209568e+1	2043	222
PAXIP1	0.093997	8.208698e+1	2044	223
ITGA1	0.093961	8.205535e+1	2045	214
CENPI	0.093901	8.200322e+1	2046	211
TNRC6A	0.093890	8.199349e+1	2047	239
NUP85	0.093877	8.198259e+1	2048	240
SAA1	0.093837	8.194770e+1	2049	242
TRIM25	0.093814	8.192750e+1	2050	232
VASP	0.093809	8.192280e+1	2051	210
TCF3	0.093788	8.190451e+1	2052	232
CBX1	0.093785	8.190157e+1	2053	207
TERF1	0.093756	8.187692e+1	2054	218
RDX	0.093710	8.183648e+1	2055	226
CAMK2B	0.093698	8.182593e+1	2056	211
ACTR2	0.093624	8.176121e+1	2057	231
ANXA1	0.093589	8.173074e+1	2058	257
CACNA1S	0.093578	8.172076e+1	2059	191
AP2A2	0.093575	8.171876e+1	2060	232
GLI2	0.093524	8.167404e+1	2061	247
MYH6	0.093522	8.167192e+1	2062	217
WWP2	0.093502	8.165521e+1	2063	253
CYP19A1	0.093499	8.165182e+1	2064	220
TOMM40	0.093472	8.162845e+1	2065	217
FOXA2	0.093470	8.162688e+1	2066	245
RYR1	0.093470	8.162683e+1	2067	221
SMAD7	0.093469	8.162619e+1	2068	219
SIRT3	0.093427	8.158952e+1	2069	225
LSM8	0.093426	8.158879e+1	2070	181
NDUFA1	0.093396	8.156229e+1	2071	168
TUBA4A	0.093361	8.153190e+1	2072	238
DNM1L	0.093356	8.152695e+1	2073	243
DKK1	0.093276	8.145749e+1	2074	242
TCERG1	0.093266	8.144866e+1	2075	188
BAG3	0.093263	8.144584e+1	2076	234
NDUFC2	0.093261	8.144440e+1	2077	167
ABCG2	0.093227	8.141496e+1	2078	255
ITIH4	0.093134	8.133366e+1	2079	243
DDX46	0.093084	8.128987e+1	2080	214
GOLPH3	0.093042	8.125316e+1	2081	244
GRM5	0.093042	8.125292e+1	2082	230
SGO1	0.093034	8.124607e+1	2083	207
AFDN	0.093008	8.122371e+1	2084	211
SAP18	0.093000	8.121613e+1	2085	229
DMD	0.092927	8.115289e+1	2086	214
HSDL2	0.092921	8.114765e+1	2087	224
ULK1	0.092876	8.110803e+1	2088	204
NPPA	0.092780	8.102412e+1	2089	236
DIAPH3	0.092753	8.100047e+1	2090	272
RBM34	0.092716	8.096798e+1	2091	211
PPIE	0.092707	8.096023e+1	2092	168
NUSAP1	0.092674	8.093140e+1	2093	194
PHC3	0.092646	8.090727e+1	2094	206
SOX10	0.092576	8.084647e+1	2095	253
TAF3	0.092560	8.083195e+1	2096	165
UTP25	0.092536	8.081117e+1	2097	201
CDCA5	0.092501	8.078053e+1	2098	191
KCND3	0.092394	8.068702e+1	2099	242
BUD13	0.092342	8.064159e+1	2100	172
NSD2	0.092338	8.063825e+1	2101	216
ETFA	0.092305	8.060969e+1	2102	234
NUP155	0.092290	8.059618e+1	2103	235
SORD	0.092288	8.059467e+1	2104	257
AGRN	0.092282	8.058903e+1	2105	233
BCAS2	0.092259	8.056906e+1	2106	188
CCR3	0.092213	8.052922e+1	2107	199
CAPZA2	0.092006	8.034807e+1	2108	225
RAB6A	0.091970	8.031682e+1	2109	223
SPAG5	0.091930	8.028239e+1	2110	217
MORF4L1	0.091916	8.027016e+1	2111	194
KCTD19	0.091824	8.018911e+1	2112	201
NR1H4	0.091807	8.017489e+1	2113	234
BMP7	0.091785	8.015562e+1	2114	236
CCL21	0.091758	8.013176e+1	2115	210
ATXN2	0.091750	8.012505e+1	2116	226
MED23	0.091748	8.012292e+1	2117	161
SYF2	0.091668	8.005278e+1	2118	166
CSNK1A1	0.091666	8.005128e+1	2119	206
CHCHD1	0.091645	8.003351e+1	2120	169
SMARCE1	0.091636	8.002517e+1	2121	193
LOC107987373	0.091533	7.993519e+1	2122	198
TPM1	0.091525	7.992849e+1	2123	220
TRIM21	0.091486	7.989444e+1	2124	237
GAPDHS	0.091356	7.978055e+1	2125	255
PHC1	0.091331	7.975875e+1	2126	198
NOLC1	0.091292	7.972495e+1	2127	225
PRDX1	0.091182	7.962870e+1	2128	245
LCN2	0.091149	7.960005e+1	2129	240
REV3L	0.091141	7.959288e+1	2130	213
CBSL	0.091070	7.953138e+1	2131	246
RHOB	0.091063	7.952526e+1	2132	233
HSPA6	0.091029	7.949500e+1	2133	248
PDIA3	0.091012	7.948050e+1	2134	232
AGO4	0.091012	7.948040e+1	2135	239
GOT1	0.091004	7.947343e+1	2136	205
TGFB3	0.090972	7.944570e+1	2137	228
DIS3	0.090959	7.943368e+1	2138	241
NOS1	0.090939	7.941673e+1	2139	207
DNAJC10	0.090865	7.935182e+1	2140	243
ETS1	0.090808	7.930238e+1	2141	246
MYH11	0.090808	7.930237e+1	2142	231
OGT	0.090709	7.921578e+1	2143	193
MAD2L2	0.090673	7.918406e+1	2144	204
STX17	0.090648	7.916213e+1	2145	204
TAF8	0.090647	7.916125e+1	2146	158
DHFR	0.090638	7.915380e+1	2147	232
KHSRP	0.090627	7.914432e+1	2148	227
THBD	0.090590	7.911193e+1	2149	226
KDM5B	0.090573	7.909670e+1	2150	245
EML4	0.090569	7.909340e+1	2151	223
LRP6	0.090569	7.909318e+1	2152	202
EXOSC4	0.090563	7.908814e+1	2153	204
HNRNPF	0.090525	7.905477e+1	2154	208
GZMA	0.090421	7.896386e+1	2155	231
ALDH3A2	0.090419	7.896232e+1	2156	217
TXNRD2	0.090400	7.894583e+1	2157	232
SPTAN1	0.090379	7.892732e+1	2158	230
EXOSC1	0.090378	7.892660e+1	2159	196
PPP3CA	0.090299	7.885747e+1	2160	206
TMPO	0.090273	7.883525e+1	2161	273
UTP23	0.090271	7.883290e+1	2162	193
COMMD1	0.090252	7.881642e+1	2163	220
KCNB1	0.090251	7.881553e+1	2164	248
PELP1	0.090250	7.881506e+1	2165	205
TRIP12	0.090222	7.879024e+1	2166	260
COMMD3-BMI1	0.090217	7.878608e+1	2167	215
MRPS31	0.090213	7.878240e+1	2168	161
EXOSC2	0.090175	7.874967e+1	2169	207
AFP	0.090167	7.874235e+1	2170	238
MRPL45	0.090156	7.873316e+1	2171	154
MED16	0.090146	7.872390e+1	2172	161
NUDC	0.090124	7.870485e+1	2173	224
THOC2	0.090116	7.869775e+1	2174	219
AVP	0.090102	7.868576e+1	2175	234
SRPRA	0.090101	7.868449e+1	2176	204
HADHA	0.090098	7.868221e+1	2177	235
MYH7	0.090075	7.866195e+1	2178	207
MED8	0.090001	7.859716e+1	2179	160
ATP5PF	0.090000	7.859673e+1	2180	191
PTCD3	0.089996	7.859305e+1	2181	159
FTSJ1	0.089990	7.858740e+1	2182	222
SPO11	0.089890	7.850034e+1	2183	217
ATP5MG	0.089883	7.849440e+1	2184	191
SKIV2L	0.089872	7.848504e+1	2185	239
MAOA	0.089808	7.842899e+1	2186	222
ADCY5	0.089806	7.842704e+1	2187	185
ATAD2	0.089734	7.836384e+1	2188	236
TKTL1	0.089721	7.835253e+1	2189	212
TRUB2	0.089709	7.834248e+1	2190	229
ATP5ME	0.089667	7.830565e+1	2191	188
CLTA	0.089608	7.825415e+1	2192	218
TREM2	0.089585	7.823428e+1	2193	230
IRS2	0.089583	7.823241e+1	2194	208
GPX4	0.089576	7.822641e+1	2195	209
ARID4B	0.089569	7.822058e+1	2196	218
HSPA1L	0.089565	7.821624e+1	2197	236
NCAPH	0.089520	7.817707e+1	2198	205
NOTCH3	0.089478	7.814108e+1	2199	226
ATF3	0.089445	7.811147e+1	2200	229
EIF3L	0.089429	7.809756e+1	2201	183
TRMT112	0.089403	7.807523e+1	2202	199
CDKN3	0.089375	7.805083e+1	2203	214
GINS2	0.089358	7.803624e+1	2204	218
TLR1	0.089323	7.800516e+1	2205	237
EIF4B	0.089314	7.799745e+1	2206	209
GADD45GIP1	0.089300	7.798499e+1	2207	144
GNL1	0.089190	7.788914e+1	2208	228
FGFR4	0.089149	7.785356e+1	2209	192
LIF	0.089149	7.785294e+1	2210	217
CACNA1F	0.089097	7.780829e+1	2211	188
PRIM1	0.089050	7.776700e+1	2212	209
ITGB4	0.089048	7.776511e+1	2213	189
ATG12	0.089035	7.775411e+1	2214	199
AURKAIP1	0.089025	7.774542e+1	2215	161
DGAT1	0.089003	7.772590e+1	2216	202
KIF3A	0.088944	7.767428e+1	2217	224
CKAP5	0.088942	7.767256e+1	2218	229
TOMM20	0.088941	7.767143e+1	2219	218
LAMP2	0.088907	7.764229e+1	2220	240
KALRN	0.088894	7.763089e+1	2221	248
ITK	0.088856	7.759752e+1	2222	211
CCND2	0.088841	7.758411e+1	2223	231
CTNND1	0.088840	7.758353e+1	2224	207
CSNK1E	0.088819	7.756503e+1	2225	174
DMAP1	0.088809	7.755620e+1	2226	200
MRPL55	0.088799	7.754782e+1	2227	157
NUP93	0.088752	7.750650e+1	2228	218
MRPS18B	0.088648	7.741580e+1	2229	154
HGS	0.088639	7.740777e+1	2230	209
ENY2	0.088617	7.738914e+1	2231	189
CD1C	0.088604	7.737710e+1	2232	231
PIK3C2A	0.088596	7.737046e+1	2233	207
LARS1	0.088584	7.735965e+1	2234	214
CKS1B	0.088555	7.733460e+1	2235	228
AP2S1	0.088546	7.732674e+1	2236	207
RNF8	0.088543	7.732386e+1	2237	213
SYMPK	0.088540	7.732151e+1	2238	195
MRPS21	0.088497	7.728393e+1	2239	150
RNASEH2A	0.088497	7.728388e+1	2240	240
AMBRA1	0.088493	7.728041e+1	2241	202
TRUB1	0.088435	7.722961e+1	2242	222
CEACAM5	0.088433	7.722851e+1	2243	254
ELANE	0.088348	7.715423e+1	2244	223
STAU1	0.088284	7.709776e+1	2245	227
GCK	0.088275	7.708995e+1	2246	216
DDX31	0.088264	7.708023e+1	2247	207
RTCA	0.088255	7.707238e+1	2248	209
CASR	0.088228	7.704947e+1	2249	237
TUBB2A	0.088223	7.704462e+1	2250	216
SPOP	0.088208	7.703120e+1	2251	214
VDAC2	0.088176	7.700366e+1	2252	228
BRD3	0.088134	7.696709e+1	2253	236
NDUFA3	0.088133	7.696586e+1	2254	156
YWHAH	0.088120	7.695464e+1	2255	227
LARS2	0.088022	7.686948e+1	2256	217
RICTOR	0.087984	7.683623e+1	2257	213
ABCA1	0.087982	7.683398e+1	2258	227
RBM19	0.087950	7.680620e+1	2259	185
CYLD	0.087942	7.679921e+1	2260	207
MAP3K5	0.087928	7.678665e+1	2261	207
TNFRSF1B	0.087925	7.678418e+1	2262	235
P2RY11	0.087892	7.675552e+1	2263	222
TKTL2	0.087755	7.663579e+1	2264	208
RBMX2	0.087726	7.661065e+1	2265	165
IMPDH2	0.087716	7.660232e+1	2266	217
PTH	0.087702	7.659009e+1	2267	209
SRP9	0.087686	7.657534e+1	2268	168
LEPR	0.087654	7.654822e+1	2269	208
ALDOA	0.087643	7.653854e+1	2270	210
H2AC4	0.087595	7.649639e+1	2271	140
EXOSC5	0.087581	7.648393e+1	2272	187
NONO	0.087535	7.644429e+1	2273	220
DCTN2	0.087533	7.644187e+1	2274	206
ADAM10	0.087524	7.643398e+1	2275	217
DLG1	0.087515	7.642653e+1	2276	198
MED30	0.087489	7.640344e+1	2277	154
PPAN	0.087459	7.637793e+1	2278	195
MT-ND6	0.087441	7.636217e+1	2279	154
DBT	0.087404	7.632928e+1	2280	210
PDCD1LG2	0.087370	7.629993e+1	2281	230
RIOK1	0.087368	7.629769e+1	2282	191
MMP7	0.087351	7.628317e+1	2283	230
ANAPC4	0.087346	7.627887e+1	2284	192
MED25	0.087302	7.624019e+1	2285	159
HSPB3	0.087284	7.622429e+1	2286	232
MED18	0.087236	7.618315e+1	2287	152
MGLL	0.087186	7.613922e+1	2288	188
PRKAG2	0.087155	7.611172e+1	2289	200
IGLL5	0.087151	7.610858e+1	2290	187
DARS2	0.087117	7.607880e+1	2291	225
NPLOC4	0.087101	7.606445e+1	2292	206
RAB3IP	0.087080	7.604629e+1	2293	215
PRKCZ	0.087067	7.603518e+1	2294	188
SLX4	0.087067	7.603496e+1	2295	198
KCNA4	0.087028	7.600072e+1	2296	233
SMO	0.087022	7.599618e+1	2297	215
PCGF2	0.087005	7.598089e+1	2298	178
USP1	0.086927	7.591322e+1	2299	223
SRP68	0.086923	7.590967e+1	2300	158
CD3EAP	0.086912	7.589955e+1	2301	210
ACSS2	0.086903	7.589230e+1	2302	219
OFD1	0.086897	7.588651e+1	2303	223
AK3	0.086839	7.583637e+1	2304	198
ILK	0.086823	7.582220e+1	2305	210
LAMTOR1	0.086808	7.580866e+1	2306	224
ZBTB16	0.086806	7.580735e+1	2307	243
EIF4H	0.086770	7.577588e+1	2308	222
COL18A1	0.086745	7.575377e+1	2309	218
COL2A1	0.086724	7.573551e+1	2310	211
MRPL50	0.086716	7.572868e+1	2311	142
LIG4	0.086681	7.569838e+1	2312	200
AK7	0.086613	7.563885e+1	2313	218
RPN1	0.086577	7.560687e+1	2314	216
POLE3	0.086554	7.558737e+1	2315	190
SUCLA2	0.086543	7.557724e+1	2316	209
HDAC8	0.086521	7.555867e+1	2317	198
NUP205	0.086485	7.552682e+1	2318	218
GNAO1	0.086400	7.545234e+1	2319	209
NDUFV3	0.086398	7.545055e+1	2320	151
H2AC21	0.086371	7.542706e+1	2321	198
CRH	0.086325	7.538755e+1	2322	213
MRPS27	0.086266	7.533593e+1	2323	147
CD3G	0.086263	7.533287e+1	2324	222
COL6A1	0.086238	7.531154e+1	2325	207
APC	0.086228	7.530217e+1	2326	198
RHEB	0.086198	7.527641e+1	2327	205
PSME2	0.086182	7.526239e+1	2328	237
MYOG	0.086178	7.525915e+1	2329	228
IFIT1	0.086169	7.525101e+1	2330	195
IL12RB1	0.086167	7.524925e+1	2331	203
PLAT	0.086096	7.518688e+1	2332	219
CUL5	0.086088	7.518058e+1	2333	181
SELENOP	0.086075	7.516889e+1	2334	190
DYNC1I2	0.086066	7.516098e+1	2335	205
FLNB	0.086064	7.515965e+1	2336	213
CAND1	0.086014	7.511550e+1	2337	220
KDM4A	0.085978	7.508411e+1	2338	193
F3	0.085975	7.508161e+1	2339	210
MRPS30	0.085973	7.507974e+1	2340	125
OGDH	0.085973	7.507970e+1	2341	205
PYGM	0.085958	7.506674e+1	2342	203
CTU1	0.085944	7.505480e+1	2343	222
LSM5	0.085917	7.503130e+1	2344	152
IMMT	0.085894	7.501099e+1	2345	209
ACOX3	0.085882	7.500027e+1	2346	207
ACAD9	0.085878	7.499703e+1	2347	209
TAB2	0.085854	7.497584e+1	2348	194
GTPBP6	0.085730	7.486783e+1	2349	183
GRM1	0.085674	7.481898e+1	2350	206
PAFAH1B1	0.085657	7.480402e+1	2351	204
SRP14	0.085653	7.480035e+1	2352	160
CASC3	0.085627	7.477753e+1	2353	186
NOA1	0.085626	7.477716e+1	2354	205
PFKM	0.085606	7.475969e+1	2355	206
CD1D	0.085565	7.472372e+1	2356	231
FDX2	0.085555	7.471504e+1	2357	219
KCNQ5	0.085544	7.470538e+1	2358	222
FABP4	0.085526	7.468939e+1	2359	228
CYP2C19	0.085517	7.468133e+1	2360	186
MED28	0.085510	7.467585e+1	2361	149
PFDN6	0.085403	7.458161e+1	2362	205
KIF5A	0.085394	7.457421e+1	2363	216
RRP36	0.085389	7.456959e+1	2364	200
MED27	0.085373	7.455586e+1	2365	148
GBA	0.085326	7.451463e+1	2366	208
GRK5	0.085291	7.448389e+1	2367	217
DNM1	0.085267	7.446322e+1	2368	221
TAF13	0.085261	7.445765e+1	2369	148
GLI3	0.085241	7.444078e+1	2370	229
NOL12	0.085208	7.441213e+1	2371	196
SH3KBP1	0.085205	7.440940e+1	2372	208
CASK	0.085203	7.440754e+1	2373	223
MRPS23	0.085197	7.440229e+1	2374	145
PSME1	0.085132	7.434504e+1	2375	234
GOLGA2	0.085113	7.432916e+1	2376	216
MED20	0.085017	7.424463e+1	2377	149
KIF22	0.085016	7.424370e+1	2378	215
NFATC1	0.085006	7.423571e+1	2379	210
MAP3K1	0.084929	7.416783e+1	2380	201
RAP1B	0.084916	7.415686e+1	2381	177
DVL3	0.084910	7.415182e+1	2382	202
IGHV3-16	0.084909	7.415038e+1	2383	144
KCNA5	0.084893	7.413671e+1	2384	228
CPSF1	0.084881	7.412640e+1	2385	204
CD22	0.084867	7.411431e+1	2386	213
MT-ND4L	0.084849	7.409779e+1	2387	146
BGLAP	0.084801	7.405629e+1	2388	212
EHMT1	0.084663	7.393591e+1	2389	203
MRPL35	0.084652	7.392616e+1	2390	144
ASF1A	0.084650	7.392473e+1	2391	178
EXOSC9	0.084587	7.386920e+1	2392	185
TIAL1	0.084565	7.384989e+1	2393	214
MRPL42	0.084530	7.381954e+1	2394	130
TRIM24	0.084486	7.378086e+1	2395	218
ANAPC10	0.084409	7.371435e+1	2396	187
CD24	0.084406	7.371165e+1	2397	223
YME1L1	0.084392	7.369939e+1	2398	228
XRCC3	0.084385	7.369267e+1	2399	187
HELZ2	0.084380	7.368824e+1	2400	229
TGOLN2	0.084363	7.367346e+1	2401	207
KCNQ4	0.084358	7.366900e+1	2402	225
LIPE	0.084349	7.366158e+1	2403	203
PDYN	0.084331	7.364563e+1	2404	212
EXOSC8	0.084330	7.364508e+1	2405	187
ERN1	0.084315	7.363201e+1	2406	201
SLC17A7	0.084296	7.361531e+1	2407	227
DLST	0.084241	7.356711e+1	2408	200
PUS7	0.084183	7.351634e+1	2409	208
H2AC17	0.084159	7.349558e+1	2410	140
PSMD10	0.084154	7.349152e+1	2411	235
NACA	0.084142	7.348114e+1	2412	159
PFN4	0.084140	7.347889e+1	2413	209
ERVFRD-1	0.084120	7.346141e+1	2414	234
SEC22B	0.084119	7.346076e+1	2415	181
CCNF	0.084115	7.345757e+1	2416	215
NBR1	0.084086	7.343163e+1	2417	202
NELFCD	0.084085	7.343136e+1	2418	184
MAOB	0.084068	7.341594e+1	2419	205
REC8	0.084033	7.338581e+1	2420	200
APOC3	0.083984	7.334256e+1	2421	201
UBL5	0.083962	7.332396e+1	2422	176
CD226	0.083902	7.327124e+1	2423	222
SNAP29	0.083895	7.326510e+1	2424	193
NR1I2	0.083885	7.325649e+1	2425	215
MACROH2A1	0.083875	7.324786e+1	2426	189
IARS1	0.083844	7.322095e+1	2427	205
GAK	0.083838	7.321573e+1	2428	221
CCL22	0.083836	7.321390e+1	2429	193
DDX1	0.083773	7.315870e+1	2430	236
UIMC1	0.083737	7.312698e+1	2431	213
ROCK2	0.083737	7.312670e+1	2432	206
ATXN3	0.083715	7.310775e+1	2433	200
TTC5	0.083704	7.309788e+1	2434	198
STAG2	0.083689	7.308530e+1	2435	208
TAF9B	0.083659	7.305919e+1	2436	158
PIK3R4	0.083641	7.304301e+1	2437	196
TOP2B	0.083553	7.296602e+1	2438	242
SMC5	0.083514	7.293276e+1	2439	206
PDE6B	0.083508	7.292726e+1	2440	187
IHH	0.083489	7.291033e+1	2441	230
SIRT2	0.083478	7.290060e+1	2442	199
SDC4	0.083469	7.289339e+1	2443	196
IL23R	0.083427	7.285635e+1	2444	196
EEA1	0.083418	7.284862e+1	2445	218
MED29	0.083384	7.281841e+1	2446	144
TNNI3	0.083372	7.280815e+1	2447	189
CSK	0.083365	7.280245e+1	2448	215
NCAPG2	0.083365	7.280211e+1	2449	202
VIP	0.083356	7.279479e+1	2450	199
XPC	0.083336	7.277698e+1	2451	184
COX7A2	0.083333	7.277429e+1	2452	177
NIPBL	0.083311	7.275544e+1	2453	198
TICRR	0.083298	7.274329e+1	2454	219
ZMAT2	0.083294	7.274043e+1	2455	146
ANAPC11	0.083274	7.272263e+1	2456	193
SREBF2	0.083269	7.271815e+1	2457	199
SCD	0.083251	7.270282e+1	2458	210
DEPDC1B	0.083230	7.268455e+1	2459	243
USP9X	0.083229	7.268382e+1	2460	224
ATF6	0.083215	7.267129e+1	2461	209
STT3B	0.083212	7.266893e+1	2462	195
