gene	winner_norm	winner_raw	rank	degree
TP53	1.000000	8.732949e+2	1	2267
ACTB	0.757295	6.613416e+2	2	1852
AKT1	0.744707	6.503485e+2	3	1820
RPS27A	0.736055	6.427932e+2	4	1545
GAPDH	0.724934	6.330814e+2	5	1937
UBA52	0.711945	6.217379e+2	6	1563
EGFR	0.668739	5.840067e+2	7	1527
CTNNB1	0.662411	5.784798e+2	8	1547
TNF	0.634829	5.543927e+2	9	1561
MYC	0.631813	5.517587e+2	10	1579
UBC	0.624572	5.454355e+2	11	1397
SRC	0.624564	5.454289e+2	12	1451
IL6	0.570450	4.981713e+2	13	1377
UBB	0.558625	4.878445e+2	14	1303
HSP90AA1	0.544453	4.754681e+2	15	1292
INS	0.519481	4.536604e+2	16	1284
H4C6	0.517255	4.517163e+2	17	1064
PRKACA	0.516057	4.506702e+2	18	1131
H3C13	0.509655	4.450794e+2	19	1067
STAT3	0.498968	4.357463e+2	20	1183
IL1B	0.498205	4.350797e+2	21	1220
ALB	0.494393	4.317512e+2	22	1265
H3C12	0.491701	4.293998e+2	23	1050
PRKACB	0.487139	4.254162e+2	24	1052
EP300	0.482913	4.217254e+2	25	1048
HSP90AB1	0.482203	4.211051e+2	26	1153
PRKACG	0.476583	4.161975e+2	27	1028
CD4	0.468813	4.094123e+2	28	1126
H3-3B	0.463482	4.047563e+2	29	1028
BRCA1	0.459286	4.010921e+2	30	1008
ESR1	0.451383	3.941904e+2	31	1096
JUN	0.449133	3.922257e+2	32	1088
IFNG	0.439108	3.834708e+2	33	1049
GNB1	0.438492	3.829328e+2	34	879
FN1	0.436618	3.812965e+2	35	1043
RPS2	0.434542	3.794829e+2	36	891
RPS3	0.433813	3.788469e+2	37	868
HDAC1	0.431702	3.770035e+2	38	949
RPS18	0.430495	3.759493e+2	39	805
RPS11	0.428807	3.744747e+2	40	821
RPS9	0.425642	3.717110e+2	41	818
HSPA4	0.423408	3.697601e+2	42	1041
H3-4	0.415475	3.628322e+2	43	936
BCL2	0.415379	3.627480e+2	44	990
RPL23	0.409659	3.577530e+2	45	810
RPS16	0.409642	3.577380e+2	46	821
RPL4	0.406443	3.549449e+2	47	830
RPS6	0.405524	3.541420e+2	48	780
PTEN	0.402826	3.517859e+2	49	995
RPL11	0.402035	3.510948e+2	50	778
RPL5	0.401263	3.504213e+2	51	786
MED1	0.401193	3.503598e+2	52	784
CDC42	0.399451	3.488388e+2	53	911
MAPK3	0.397878	3.474652e+2	54	943
NFKB1	0.392623	3.428756e+2	55	963
RPS14	0.391661	3.420352e+2	56	761
ARRB1	0.390630	3.411348e+2	57	884
RPS20	0.390486	3.410096e+2	58	803
CALM3	0.388937	3.396567e+2	59	885
ARRB2	0.388798	3.395356e+2	60	880
RPS5	0.386039	3.371262e+2	61	757
RPL3	0.383436	3.348523e+2	62	796
RHOA	0.383387	3.348096e+2	63	898
CD8A	0.382419	3.339646e+2	64	921
HSPA8	0.382282	3.338445e+2	65	926
RPS23	0.381784	3.334104e+2	66	721
CDK1	0.379998	3.318503e+2	67	842
RPLP0	0.379319	3.312570e+2	68	797
KRAS	0.377711	3.298534e+2	69	919
CD74	0.377604	3.297594e+2	70	816
HIF1A	0.375141	3.276089e+2	71	951
RPL23A	0.374236	3.268187e+2	72	708
POLR2B	0.370759	3.237822e+2	73	794
EGF	0.370467	3.235272e+2	74	905
CD44	0.369925	3.230537e+2	75	866
FAU	0.369360	3.225599e+2	76	644
RPS13	0.368729	3.220091e+2	77	711
CDH1	0.368076	3.214390e+2	78	882
RACK1	0.366574	3.201268e+2	79	774
EFTUD2	0.366168	3.197725e+2	80	757
EEF2	0.361757	3.159209e+2	81	802
H3-5	0.360284	3.146340e+2	82	836
RPL8	0.359951	3.143434e+2	83	737
CASP3	0.359545	3.139888e+2	84	892
H3-2	0.357561	3.122565e+2	85	838
RPL13A	0.357189	3.119317e+2	86	730
IL10	0.356785	3.115781e+2	87	852
POLR2C	0.355036	3.100510e+2	88	727
MRPS7	0.352898	3.081840e+2	89	724
TLR4	0.352141	3.075229e+2	90	846
RPL9	0.349762	3.054451e+2	91	699
IMP3	0.349275	3.050198e+2	92	684
RPS3A	0.348958	3.047429e+2	93	657
MRTO4	0.348942	3.047292e+2	94	694
MRPL13	0.343981	3.003966e+2	95	723
CALML5	0.343369	2.998626e+2	96	796
MRPL3	0.342869	2.994257e+2	97	721
H2BC21	0.342531	2.991310e+2	98	771
STAT1	0.342445	2.990559e+2	99	779
CUL7	0.342253	2.988881e+2	100	751
RPSA	0.341117	2.978960e+2	101	700
FLT3LG	0.340361	2.972357e+2	102	732
CALML3	0.339910	2.968415e+2	103	784
ERBB2	0.339330	2.963349e+2	104	815
TGFB1	0.339127	2.961579e+2	105	845
RPL35	0.338654	2.957445e+2	106	633
GRB2	0.338236	2.953798e+2	107	729
GSK3B	0.337767	2.949700e+2	108	835
APP	0.336954	2.942600e+2	109	817
EPRS1	0.336708	2.940451e+2	110	780
RPS15	0.336050	2.934705e+2	111	617
EZH2	0.336033	2.934558e+2	112	784
SOX2	0.334355	2.919907e+2	113	861
CXCL8	0.333461	2.912095e+2	114	818
CCND1	0.331492	2.894899e+2	115	828
RPS8	0.330839	2.889200e+2	116	607
ATM	0.329997	2.881843e+2	117	770
MRPS12	0.329102	2.874027e+2	118	624
FOS	0.329073	2.873776e+2	119	823
RPS19	0.329049	2.873565e+2	120	599
RPL7	0.327690	2.861698e+2	121	673
PPARG	0.327639	2.861258e+2	122	814
MRPL4	0.326737	2.853377e+2	123	667
RPS28	0.325475	2.842359e+2	124	600
GNG13	0.325018	2.838365e+2	125	713
CREBBP	0.323630	2.826248e+2	126	724
CALML4	0.322817	2.819140e+2	127	743
RPS24	0.321505	2.807684e+2	128	584
MRPS5	0.321387	2.806653e+2	129	637
CALML6	0.319786	2.792674e+2	130	737
PTPRC	0.319758	2.792427e+2	131	801
MRPS11	0.318713	2.783303e+2	132	627
RPS7	0.316236	2.761675e+2	133	562
RPL17	0.314729	2.748516e+2	134	624
RPL26	0.312626	2.730148e+2	135	622
GNG7	0.311878	2.723612e+2	136	686
SNU13	0.310653	2.712916e+2	137	615
POLR2F	0.310169	2.708686e+2	138	644
RPL30	0.310133	2.708376e+2	139	598
RBX1	0.309379	2.701790e+2	140	647
IL2	0.309376	2.701762e+2	141	749
MTOR	0.309082	2.699200e+2	142	758
BRD4	0.308056	2.690240e+2	143	765
TRIM28	0.307168	2.682482e+2	144	789
HSPA5	0.307059	2.681528e+2	145	785
PLK1	0.304421	2.658493e+2	146	650
MAPK1	0.304136	2.656003e+2	147	667
RPL3L	0.303770	2.652808e+2	148	650
MRPS10	0.303595	2.651279e+2	149	582
RAD51	0.301266	2.630941e+2	150	666
H2AZ1	0.300983	2.628467e+2	151	672
AGT	0.300643	2.625497e+2	152	779
RPL18	0.300316	2.622643e+2	153	574
GRK2	0.298593	2.607600e+2	154	667
CYCS	0.298371	2.605660e+2	155	726
MDM2	0.298248	2.604587e+2	156	709
MRPS15	0.297167	2.595146e+2	157	579
RPS29	0.297082	2.594399e+2	158	577
MMP9	0.297038	2.594013e+2	159	755
RPL19	0.296296	2.587539e+2	160	559
RPL6	0.296005	2.584996e+2	161	582
NPM1	0.295870	2.583819e+2	162	726
PDCD11	0.295713	2.582443e+2	163	578
CDKN2A	0.295488	2.580485e+2	164	746
POLR2A	0.294997	2.576192e+2	165	599
CDK2	0.293430	2.562510e+2	166	694
RPL18A	0.292891	2.557803e+2	167	558
RPL15	0.292042	2.550384e+2	168	547
RPS4X	0.291874	2.548919e+2	169	555
RPL31	0.291622	2.546723e+2	170	541
PIK3CA	0.290790	2.539451e+2	171	663
H2AC20	0.290565	2.537491e+2	172	640
SIRT1	0.290330	2.535438e+2	173	710
RPL7A	0.290039	2.532893e+2	174	567
PIK3R1	0.289759	2.530452e+2	175	654
MRPS14	0.288377	2.518378e+2	176	578
MRPL2	0.286511	2.502086e+2	177	574
PARP1	0.286100	2.498494e+2	178	710
RPL12	0.285844	2.496258e+2	179	603
ATP5F1A	0.285301	2.491522e+2	180	635
RPL13	0.284198	2.481891e+2	181	541
CCL2	0.284007	2.480218e+2	182	708
CCNB1	0.283421	2.475105e+2	183	646
VCP	0.283232	2.473453e+2	184	676
MRPL22	0.283067	2.472013e+2	185	547
RELA	0.282897	2.470525e+2	186	651
HDAC2	0.281784	2.460810e+2	187	605
RPL21	0.281727	2.460312e+2	188	519
TUFM	0.280712	2.451444e+2	189	574
H2AC18	0.279840	2.443827e+2	190	617
MRPL24	0.279188	2.438135e+2	191	540
H2AX	0.278431	2.431526e+2	192	640
RPS12	0.278222	2.429703e+2	193	518
POLR1C	0.277499	2.423388e+2	194	598
RPL26L1	0.276922	2.418343e+2	195	556
RPL10A	0.276149	2.411599e+2	196	561
JAK2	0.275908	2.409492e+2	197	624
TBP	0.275612	2.406903e+2	198	588
FBL	0.275424	2.405267e+2	199	608
POLR2E	0.274449	2.396746e+2	200	574
RPS15A	0.274143	2.394081e+2	201	521
CXCR4	0.272854	2.382817e+2	202	655
HRAS	0.272300	2.377986e+2	203	639
RPL35A	0.272174	2.376884e+2	204	513
SRSF1	0.272109	2.376312e+2	205	625
CCNA2	0.271928	2.374731e+2	206	598
RPL14	0.271790	2.373530e+2	207	535
NHP2	0.271411	2.370218e+2	208	585
RPS27	0.271296	2.369215e+2	209	494
RPL27	0.270898	2.365740e+2	210	529
IL4	0.270528	2.362510e+2	211	655
RPS17	0.269885	2.356891e+2	212	469
PXDN	0.268644	2.346052e+2	213	748
CREB1	0.267408	2.335258e+2	214	651
RPL34	0.267258	2.333948e+2	215	492
GFM1	0.267186	2.333319e+2	216	570
RPL27A	0.267010	2.331784e+2	217	531
RPL36	0.266719	2.329247e+2	218	495
RUVBL1	0.266559	2.327848e+2	219	583
SMAD3	0.266545	2.327725e+2	220	611
H2BC11	0.266268	2.325308e+2	221	568
ITGAM	0.265902	2.322107e+2	222	649
ITGB1	0.265293	2.316787e+2	223	610
EIF4A3	0.265028	2.314476e+2	224	583
POLR1B	0.263240	2.298859e+2	225	573
PKM	0.263123	2.297838e+2	226	611
TP53BP1	0.262998	2.296744e+2	227	627
RPL38	0.262453	2.291992e+2	228	482
PA2G4	0.262239	2.290120e+2	229	566
MRPL11	0.262113	2.289019e+2	230	531
RPS25	0.261306	2.281975e+2	231	471
NPSR1	0.260240	2.272659e+2	232	574
RPL10	0.259877	2.269490e+2	233	509
ICAM1	0.258349	2.256148e+2	234	642
NDUFAB1	0.257820	2.251528e+2	235	537
GNAL	0.257527	2.248971e+2	236	539
CCDC105	0.256763	2.242301e+2	237	532
RPL37A	0.256522	2.240191e+2	238	481
CAV1	0.256254	2.237857e+2	239	642
RPS26	0.255912	2.234867e+2	240	460
FGF2	0.255892	2.234693e+2	241	633
IGF1	0.255579	2.231962e+2	242	632
MRNIP	0.255529	2.231520e+2	243	506
APOE	0.255130	2.228039e+2	244	627
NEDD8	0.254523	2.222739e+2	245	602
SMARCA4	0.254491	2.222455e+2	246	559
POLR2L	0.253576	2.214466e+2	247	525
KIT	0.253526	2.214031e+2	248	613
MRPS2	0.253397	2.212902e+2	249	511
MAPK8	0.253172	2.210939e+2	250	563
EIF5B	0.252920	2.208738e+2	251	530
NRAS	0.252752	2.207273e+2	252	594
PXDNL	0.252660	2.206469e+2	253	702
RPL17-C18ORF32	0.252146	2.201980e+2	254	486
RPL7L1	0.250587	2.188366e+2	255	515
RPS21	0.249377	2.177800e+2	256	440
EEF1A1	0.248170	2.167254e+2	257	560
GTPBP4	0.247969	2.165497e+2	258	511
POLR1A	0.247466	2.161108e+2	259	550
HSPA9	0.247358	2.160166e+2	260	609
NOP56	0.247215	2.158917e+2	261	523
IL1A	0.247089	2.157815e+2	262	615
SNRPE	0.247059	2.157550e+2	263	489
SNRPD2	0.246911	2.156259e+2	264	499
PPARGC1A	0.246509	2.152750e+2	265	583
NFKBIA	0.246434	2.152092e+2	266	623
CDC20	0.246101	2.149186e+2	267	527
RPL24	0.246077	2.148978e+2	268	447
PTPN11	0.245942	2.147802e+2	269	555
FANCE	0.245798	2.146539e+2	270	494
MRPL17	0.245791	2.146477e+2	271	461
FYN	0.245729	2.145941e+2	272	562
CHEK1	0.244983	2.139421e+2	273	564
UBE2I	0.242912	2.121338e+2	274	588
PALB2	0.242694	2.119439e+2	275	549
TFRC	0.241926	2.112725e+2	276	652
SMAD4	0.241423	2.108337e+2	277	585
DHX15	0.240962	2.104307e+2	278	505
HNRNPA1	0.240302	2.098543e+2	279	577
MRPL1	0.239621	2.092598e+2	280	472
SKP1	0.238807	2.085486e+2	281	525
BDNF	0.238787	2.085315e+2	282	598
TRAF6	0.237858	2.077204e+2	283	515
MRPL16	0.237311	2.072426e+2	284	458
KAT2B	0.237309	2.072410e+2	285	514
SDHA	0.236847	2.068372e+2	286	569
RPS10	0.236707	2.067149e+2	287	451
EIF2S1	0.236606	2.066266e+2	288	498
CSF2	0.236263	2.063273e+2	289	575
MRPS16	0.236237	2.063045e+2	290	446
NOP58	0.235997	2.060952e+2	291	469
TLR2	0.235687	2.058239e+2	292	572
RPL29	0.235551	2.057057e+2	293	430
AR	0.234774	2.050273e+2	294	574
NOTCH1	0.234705	2.049665e+2	295	594
CDK4	0.234614	2.048873e+2	296	582
RSAD1	0.234487	2.047764e+2	297	481
CD34	0.234465	2.047574e+2	298	605
CS	0.233681	2.040721e+2	299	568
WDR5	0.233185	2.036396e+2	300	479
TOP2A	0.232638	2.031614e+2	301	567
SMAD2	0.230420	2.012248e+2	302	550
ATP5F1C	0.230274	2.010974e+2	303	488
HNRNPC	0.229960	2.008229e+2	304	536
DLG4	0.229957	2.008200e+2	305	523
RPL28	0.229920	2.007880e+2	306	434
AURKB	0.229868	2.007424e+2	307	533
H2BC4	0.229832	2.007113e+2	308	521
RBBP4	0.229801	2.006836e+2	309	499
NCBP2	0.229387	2.003228e+2	310	485
SNRPF	0.229380	2.003161e+2	311	456
SQSTM1	0.229255	2.002076e+2	312	534
MRPL21	0.229156	2.001207e+2	313	433
MTIF2	0.229150	2.001154e+2	314	477
RBBP7	0.229037	2.000171e+2	315	522
RPL22	0.228662	1.996897e+2	316	447
MRPS9	0.227350	1.985440e+2	317	433
KDR	0.227283	1.984850e+2	318	537
SEC61A1	0.227219	1.984290e+2	319	450
NCOR1	0.227019	1.982549e+2	320	510
PLCG1	0.226990	1.982293e+2	321	494
POLR2H	0.226574	1.978663e+2	322	460
DHX9	0.225959	1.973287e+2	323	506
CHD4	0.225755	1.971503e+2	324	534
CCL5	0.225501	1.969290e+2	325	535
CUL1	0.225481	1.969117e+2	326	491
LEP	0.225410	1.968496e+2	327	553
GNAQ	0.224363	1.959349e+2	328	448
SNCA	0.223880	1.955135e+2	329	534
KDM6A	0.223395	1.950900e+2	330	570
RUVBL2	0.223361	1.950602e+2	331	492
FCGR3A	0.223222	1.949386e+2	332	549
H2BC3	0.222981	1.947282e+2	333	523
BRCA2	0.222974	1.947221e+2	334	500
H2BC12	0.222920	1.946750e+2	335	514
POU5F1	0.222220	1.940636e+2	336	544
MAPT	0.221560	1.934873e+2	337	540
RPL32	0.221062	1.930520e+2	338	424
CXCL10	0.221010	1.930065e+2	339	528
CDC5L	0.220994	1.929928e+2	340	470
BYSL	0.220892	1.929039e+2	341	404
PECAM1	0.220705	1.927402e+2	342	578
ABL1	0.219903	1.920398e+2	343	522
RSL24D1	0.219606	1.917810e+2	344	417
RPS27L	0.219586	1.917634e+2	345	424
MTREX	0.219500	1.916881e+2	346	456
IFI35	0.219305	1.915180e+2	347	439
BRAF	0.219091	1.913314e+2	348	566
MRPL12	0.218733	1.910181e+2	349	419
AURKA	0.218696	1.909861e+2	350	534
NDUFS8	0.218609	1.909104e+2	351	486
SNRPG	0.218378	1.907085e+2	352	433
RPS4Y1	0.218352	1.906860e+2	353	427
SUMO1	0.218250	1.905963e+2	354	545
NCBP1	0.218195	1.905482e+2	355	456
RPL10L	0.218161	1.905189e+2	356	419
EEF1G	0.218086	1.904530e+2	357	501
MYD88	0.217725	1.901379e+2	358	531
CDKN1A	0.217673	1.900926e+2	359	528
EXO1	0.217247	1.897210e+2	360	477
CD40	0.216882	1.894016e+2	361	536
TARDBP	0.216502	1.890704e+2	362	516
PRPF8	0.216451	1.890255e+2	363	445
MRPL19	0.216402	1.889824e+2	364	389
H2BC1	0.216273	1.888700e+2	365	528
BUB1B	0.216246	1.888467e+2	366	456
YBX1	0.215702	1.883714e+2	367	513
CD274	0.215593	1.882761e+2	368	548
SNRPD3	0.214944	1.877091e+2	369	417
PABPC1	0.214298	1.871449e+2	370	482
RUNX1	0.214001	1.868857e+2	371	511
MRPL36	0.213915	1.868111e+2	372	389
IL17A	0.213794	1.867053e+2	373	535
H2AC8	0.213728	1.866476e+2	374	468
CD86	0.213499	1.864474e+2	375	528
H2BC17	0.213358	1.863244e+2	376	499
CD19	0.213295	1.862698e+2	377	502
ENO1	0.213294	1.862688e+2	378	542
PTGS2	0.213119	1.861162e+2	379	543
CDCA8	0.213070	1.860728e+2	380	498
RPL39	0.213034	1.860411e+2	381	405
ACO2	0.212843	1.858743e+2	382	510
RPP38	0.212642	1.856991e+2	383	453
DDB1	0.212394	1.854826e+2	384	453
PPP2CA	0.212339	1.854345e+2	385	451
RPS4Y2	0.212127	1.852492e+2	386	420
NSA2	0.211700	1.848761e+2	387	423
POLR2K	0.211677	1.848562e+2	388	422
MRPL27	0.211390	1.846060e+2	389	382
CXORF66	0.211363	1.845820e+2	390	431
POLR3B	0.211061	1.843183e+2	391	482
AGO2	0.211019	1.842817e+2	392	516
FOXO1	0.210999	1.842642e+2	393	497
GART	0.210171	1.835409e+2	394	550
GNG2	0.209904	1.833084e+2	395	423
RPF2	0.209616	1.830570e+2	396	422
MRPS6	0.209456	1.829170e+2	397	372
ISG15	0.209189	1.826836e+2	398	501
SDHB	0.208833	1.823732e+2	399	499
RAC1	0.208584	1.821550e+2	400	493
MAPK14	0.208568	1.821411e+2	401	480
CTLA4	0.208318	1.819230e+2	402	520
KAT5	0.208316	1.819211e+2	403	463
GRK3	0.207928	1.815822e+2	404	447
PPP1R26	0.207818	1.814866e+2	405	453
BCL2L1	0.207786	1.814585e+2	406	504
PSMD14	0.207654	1.813436e+2	407	523
CD36	0.207441	1.811570e+2	408	526
APOB	0.207336	1.810655e+2	409	516
YWHAZ	0.207218	1.809627e+2	410	506
IGF1R	0.207194	1.809419e+2	411	481
XRCC6	0.206980	1.807541e+2	412	470
H2BC5	0.206935	1.807149e+2	413	497
TPI1	0.206639	1.804566e+2	414	545
MRPL20	0.206173	1.800500e+2	415	379
SYK	0.206009	1.799065e+2	416	480
HSPBP1	0.205063	1.790803e+2	417	458
BECN1	0.204952	1.789838e+2	418	463
SOD2	0.204941	1.789741e+2	419	530
H2BC9	0.204257	1.783769e+2	420	491
RSL1D1	0.204179	1.783089e+2	421	388
KDM1A	0.203924	1.780854e+2	422	452
CCT2	0.203881	1.780479e+2	423	489
DNMT1	0.203870	1.780388e+2	424	484
CUL3	0.203804	1.779814e+2	425	468
HMGN1	0.203621	1.778212e+2	426	434
CXCL12	0.203542	1.777518e+2	427	489
PPP1CA	0.203376	1.776074e+2	428	470
H2AC6	0.203341	1.775771e+2	429	448
MRPL33	0.203323	1.775609e+2	430	373
DOCK4	0.203028	1.773031e+2	431	415
CCT7	0.202887	1.771804e+2	432	478
PDGFRA	0.202627	1.769531e+2	433	470
HTT	0.202511	1.768514e+2	434	470
NCL	0.202504	1.768455e+2	435	518
DICER1	0.202302	1.766690e+2	436	498
RPLP2	0.202279	1.766494e+2	437	399
MRPL32	0.202109	1.765006e+2	438	359
CENPA	0.202001	1.764062e+2	439	418
ARL6IP1	0.201825	1.762527e+2	440	430
H2BC14	0.201547	1.760099e+2	441	485
PCNA	0.201411	1.758909e+2	442	447
NAT10	0.201323	1.758142e+2	443	401
ABCE1	0.201272	1.757698e+2	444	437
FCGR3B	0.201201	1.757081e+2	445	504
EXOSC10	0.201151	1.756646e+2	446	434
B2M	0.200520	1.751129e+2	447	500
PES1	0.200512	1.751064e+2	448	382
PRKCA	0.200447	1.750491e+2	449	458
MRPL58	0.200364	1.749770e+2	450	419
CSF3	0.199600	1.743101e+2	451	467
NCAM1	0.199028	1.738103e+2	452	507
HNRNPK	0.198931	1.737253e+2	453	470
ALDH18A1	0.198586	1.734243e+2	454	558
POLR2G	0.198378	1.732428e+2	455	390
SHH	0.198266	1.731445e+2	456	528
PRKN	0.197846	1.727778e+2	457	460
CCR5	0.197622	1.725825e+2	458	455
H2BC15	0.197464	1.724445e+2	459	480
EIF6	0.197445	1.724276e+2	460	415
PDGFRB	0.197425	1.724107e+2	461	455
WDR36	0.197406	1.723933e+2	462	385
PTK2	0.197369	1.723616e+2	463	423
RPL36AL	0.196649	1.717325e+2	464	369
EIF4A1	0.196492	1.715952e+2	465	441
UBE2D1	0.195911	1.710879e+2	466	464
POLR2D	0.195862	1.710452e+2	467	391
RPL36A	0.195767	1.709627e+2	468	366
MRRF	0.195613	1.708274e+2	469	399
TYMS	0.195603	1.708194e+2	470	469
FOXP3	0.195599	1.708158e+2	471	477
SIL1	0.195573	1.707926e+2	472	443
KIF11	0.195514	1.707411e+2	473	431
NDUFS3	0.195509	1.707371e+2	474	419
BOP1	0.195374	1.706189e+2	475	361
H2BU1	0.195208	1.704740e+2	476	480
PPARA	0.195025	1.703142e+2	477	478
SUMO2	0.194989	1.702828e+2	478	489
RPLP1	0.194923	1.702254e+2	479	363
ELAVL1	0.194875	1.701833e+2	480	470
WDR12	0.194847	1.701588e+2	481	378
NIFK	0.194802	1.701199e+2	482	384
TCP1	0.194595	1.699388e+2	483	477
SCARB1	0.194274	1.696588e+2	484	499
ATP5F1B	0.194074	1.694835e+2	485	467
GNAS	0.194071	1.694812e+2	486	399
LCK	0.194024	1.694402e+2	487	477
SF3B1	0.193953	1.693780e+2	488	401
RAB11A	0.193920	1.693495e+2	489	489
GMPS	0.193796	1.692412e+2	490	468
RSRC1	0.193435	1.689257e+2	491	397
MAD2L1	0.193167	1.686915e+2	492	437
ALYREF	0.192936	1.684897e+2	493	410
XRCC5	0.192577	1.681769e+2	494	441
H2BC13	0.192527	1.681333e+2	495	484
CLTC	0.192521	1.681275e+2	496	464
POMC	0.192146	1.678005e+2	497	437
DDX58	0.192044	1.677110e+2	498	450
ITGB2	0.192032	1.677008e+2	499	449
COPS5	0.192009	1.676808e+2	500	470
E2F1	0.191923	1.676056e+2	501	453
H6PD	0.191863	1.675528e+2	502	502
ATP5PO	0.191802	1.675000e+2	503	423
IL13	0.191761	1.674635e+2	504	463
KRR1	0.191601	1.673243e+2	505	357
DDX5	0.191585	1.673098e+2	506	462
HDAC3	0.191580	1.673060e+2	507	463
SHC1	0.191560	1.672885e+2	508	430
GATA3	0.191485	1.672233e+2	509	486
RANBP2	0.191031	1.668261e+2	510	458
FEN1	0.190733	1.665665e+2	511	445
ACTG1	0.190718	1.665528e+2	512	413
PRKDC	0.190709	1.665453e+2	513	453
SNRPD1	0.190616	1.664637e+2	514	364
EIF5A	0.190459	1.663273e+2	515	408
CCT4	0.190459	1.663272e+2	516	445
H3C14	0.190424	1.662959e+2	517	317
TEX48	0.189997	1.659236e+2	518	400
CCT5	0.189422	1.654209e+2	519	449
GNL2	0.189188	1.652169e+2	520	382
NOC2L	0.188952	1.650112e+2	521	357
ELOC	0.188875	1.649433e+2	522	405
FOXO3	0.188829	1.649033e+2	523	445
CD80	0.188680	1.647730e+2	524	466
POLR3A	0.188590	1.646951e+2	525	427
RPL37	0.188585	1.646900e+2	526	332
IL7R	0.188469	1.645892e+2	527	454
CANX	0.188262	1.644079e+2	528	478
EIF4E	0.188031	1.642062e+2	529	447
RUNX2	0.187944	1.641308e+2	530	465
HNRNPA2B1	0.187886	1.640797e+2	531	450
CHEK2	0.187365	1.636249e+2	532	446
PIK3R2	0.187203	1.634834e+2	533	409
SUPT16H	0.187135	1.634237e+2	534	433
CSF1R	0.187006	1.633116e+2	535	464
BMS1	0.186953	1.632654e+2	536	356
LYN	0.186870	1.631924e+2	537	430
EFL1	0.186808	1.631387e+2	538	409
FTSJ3	0.186429	1.628071e+2	539	368
SOD1	0.186211	1.626173e+2	540	458
HMGN2	0.186205	1.626119e+2	541	394
CDC6	0.185848	1.622998e+2	542	431
POLR2I	0.185657	1.621330e+2	543	363
BRIX1	0.185639	1.621173e+2	544	363
VWF	0.185619	1.620997e+2	545	468
ANXA5	0.185592	1.620765e+2	546	503
PPP1CC	0.185343	1.618590e+2	547	417
VDAC1	0.185128	1.616712e+2	548	436
VCAM1	0.184752	1.613432e+2	549	471
SOD2-2	0.184729	1.613230e+2	550	479
TJP1	0.184697	1.612951e+2	551	441
H3C1	0.183859	1.605630e+2	552	346
FASN	0.183572	1.603127e+2	553	487
ITGAX	0.183526	1.602727e+2	554	451
CASP8	0.183410	1.601713e+2	555	440
KNG1	0.183200	1.599879e+2	556	459
KDM6B	0.183191	1.599797e+2	557	471
COL1A1	0.183047	1.598542e+2	558	450
DDX39B	0.182449	1.593317e+2	559	411
IRS1	0.182407	1.592952e+2	560	422
MRPL43	0.182135	1.590573e+2	561	378
SNRPB	0.182055	1.589874e+2	562	346
PPP2R1A	0.181990	1.589313e+2	563	387
KAT2A	0.181899	1.588515e+2	564	397
DKC1	0.181658	1.586410e+2	565	411
UQCRFS1	0.181472	1.584786e+2	566	372
TNFRSF1A	0.181327	1.583519e+2	567	427
MRPL9	0.181269	1.583017e+2	568	308
CCR7	0.181260	1.582936e+2	569	424
JAK1	0.181051	1.581112e+2	570	390
RPL22L1	0.181006	1.580719e+2	571	361
H4C9	0.180830	1.579177e+2	572	292
PSMC5	0.180814	1.579043e+2	573	454
NANOG	0.180780	1.578739e+2	574	451
MMP2	0.180709	1.578121e+2	575	465
SNW1	0.180622	1.577367e+2	576	373
LRRK2	0.180476	1.576092e+2	577	461
STAT5A	0.180473	1.576065e+2	578	428
U2AF2	0.180457	1.575925e+2	579	382
CEBPB	0.180392	1.575351e+2	580	451
NIP7	0.180361	1.575080e+2	581	358
CRP	0.180122	1.572995e+2	582	453
SCARB2	0.180092	1.572736e+2	583	468
H4C14	0.179805	1.570228e+2	584	286
BTK	0.179405	1.566732e+2	585	462
NOL6	0.179214	1.565065e+2	586	349
IDH1	0.178999	1.563191e+2	587	459
SMKR1	0.178999	1.563185e+2	588	393
CASP1	0.178967	1.562914e+2	589	450
IFNA1	0.178823	1.561651e+2	590	423
H4C3	0.178653	1.560164e+2	591	284
H4C13	0.178622	1.559897e+2	592	283
BARD1	0.178616	1.559844e+2	593	371
YY1	0.178601	1.559709e+2	594	410
FBXW7	0.178474	1.558604e+2	595	470
H4C2	0.178380	1.557788e+2	596	281
PSMA7	0.178354	1.557559e+2	597	457
GZMB	0.178247	1.556625e+2	598	445
RPS10-NUDT3	0.178093	1.555281e+2	599	323
XPO1	0.178064	1.555025e+2	600	443
ERCC3	0.177913	1.553708e+2	601	360
UBE2N	0.177867	1.553305e+2	602	414
ELOB	0.177619	1.551138e+2	603	372
CDH2	0.177603	1.550996e+2	604	452
H4-16	0.177596	1.550933e+2	605	283
MRPL47	0.177510	1.550183e+2	606	356
SUZ12	0.177435	1.549529e+2	607	394
THBS1	0.177268	1.548074e+2	608	460
POLR2J	0.177132	1.546880e+2	609	352
GNB3	0.177064	1.546287e+2	610	399
VCL	0.177009	1.545814e+2	611	417
H3BN98_HUMAN	0.176916	1.544998e+2	612	360
EBNA1BP2	0.176785	1.543855e+2	613	343
H2AZ2	0.176783	1.543837e+2	614	434
IL18	0.176759	1.543630e+2	615	452
H4C5	0.176710	1.543196e+2	616	278
GNAI1	0.176457	1.540989e+2	617	322
H4C8	0.176420	1.540670e+2	618	277
